scope,rows,mean_active_power,median_active_power,min_active_power,max_active_power,negative_rate,positive_rate,zero_rate
all_day,1734385,44.84039666480198,-0.2724124789238,-1.8614027500153,241.02578735352,0.5173176659161605,0.48210749055140584,0.0005748435324336869
daylight,523837,100.7514646756134,109.48259735107,-1.1484425067902,241.02578735352,0.003676716230430458,0.996281285972545,4.199779702464698e-05
