variable,n,dkasc_mean,era5_mean,bias_era5_minus_dkasc,MAE,RMSE,R2_against_dkasc,pearson_corr
temperature_c,742,31.62528213985767,32.142991913746634,0.5177097738889629,1.236757437096451,1.7119349015517706,0.9018209253318674,0.9565589539009817
relative_humidity_pct,742,33.443224968356084,35.629380053908356,2.18615508555227,6.4118956259708995,8.748646276333867,0.7985307134187721,0.901411512328761
ghi_wm2,742,307.83944054948455,304.22506738544473,-3.614373164039767,62.239587492335694,105.76950928537093,0.9241539339799745,0.9613778257362549
dhi_wm2,742,100.03194112027289,76.5256064690027,-23.506334651270198,38.92208361721134,74.97187782335071,0.6848741805909144,0.8636146247609178
gti_wm2,742,288.3615655626486,283.26307277628035,-5.098492786368255,53.07857783454248,92.95302940576977,0.9340557418747159,0.9666074452871226
