latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-23.75,134.0,558.0,34200,Australia/Darwin,GMT+9:30

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),shortwave_radiation (W/m²),direct_normal_irradiance (W/m²),diffuse_radiation (W/m²),global_tilted_irradiance (W/m²),wind_speed_10m (m/s),wind_direction_10m (°),surface_pressure (hPa)
2024-01-17T22:00,28.7,55,0.00,78,0.0,0.0,0.0,0.0,7.78,134,943.4
2024-01-17T23:00,27.7,56,0.00,82,0.0,0.0,0.0,0.0,7.53,130,942.9
2024-01-18T00:00,27.9,55,0.00,89,0.0,0.0,0.0,0.0,7.75,129,942.8
2024-01-18T01:00,27.9,56,0.00,68,0.0,0.0,0.0,0.0,7.80,131,942.4
2024-01-18T02:00,27.1,64,0.00,62,0.0,0.0,0.0,0.0,8.13,134,941.8
2024-01-18T03:00,26.5,68,0.00,73,0.0,0.0,0.0,0.0,8.35,136,941.9
2024-01-18T04:00,25.9,69,0.00,58,0.0,0.0,0.0,0.0,7.78,133,941.9
2024-01-18T05:00,25.5,69,0.00,66,0.0,0.0,0.0,0.0,7.40,128,942.5
2024-01-18T06:00,25.4,68,0.00,79,7.0,14.8,6.0,5.9,6.56,128,943.0
2024-01-18T07:00,27.2,62,0.00,45,106.0,207.8,64.0,81.0,6.72,127,943.8
2024-01-18T08:00,29.2,54,0.00,26,284.0,290.2,162.0,253.4,7.42,127,944.0
2024-01-18T09:00,30.2,50,0.00,31,493.0,435.7,223.0,456.0,7.66,126,944.0
2024-01-18T10:00,31.0,48,0.00,49,616.0,410.6,293.0,585.8,7.46,122,944.0
2024-01-18T11:00,32.8,43,0.00,75,773.0,478.2,338.0,743.6,7.60,117,943.8
2024-01-18T12:00,33.8,40,0.00,93,858.0,588.5,281.0,829.8,7.38,117,943.2
2024-01-18T13:00,35.4,37,0.00,96,967.0,666.0,305.0,939.2,7.61,115,942.4
2024-01-18T14:00,36.2,34,0.00,85,897.0,675.0,256.0,863.7,7.79,114,942.2
2024-01-18T15:00,36.2,34,0.00,72,758.0,588.1,258.0,722.4,7.96,115,941.3
2024-01-18T16:00,36.0,35,0.00,64,404.0,279.0,208.0,381.1,7.92,116,940.8
2024-01-18T17:00,34.4,39,0.00,67,326.0,332.9,154.0,295.0,7.51,117,940.0
2024-01-18T18:00,33.2,42,0.00,91,113.0,78.6,89.0,102.8,8.42,120,940.7
2024-01-18T19:00,31.1,51,0.00,93,33.0,67.0,25.0,24.4,8.41,125,941.5
2024-01-18T20:00,30.7,53,0.00,94,0.0,0.0,0.0,0.0,7.58,126,941.6
2024-01-18T21:00,30.8,52,0.00,87,0.0,0.0,0.0,0.0,6.69,125,942.7
2024-01-18T22:00,29.5,57,0.10,86,0.0,0.0,0.0,0.0,5.85,123,942.4
2024-01-18T23:00,28.3,63,0.10,66,0.0,0.0,0.0,0.0,5.94,126,942.1
2024-01-19T00:00,27.5,67,0.10,43,0.0,0.0,0.0,0.0,6.11,130,941.5
2024-01-19T01:00,27.4,67,0.00,36,0.0,0.0,0.0,0.0,6.88,126,941.5
2024-01-19T02:00,26.7,68,0.00,70,0.0,0.0,0.0,0.0,6.49,119,941.4
2024-01-19T03:00,26.5,72,0.00,85,0.0,0.0,0.0,0.0,5.68,116,941.2
2024-01-19T04:00,26.3,74,0.00,86,0.0,0.0,0.0,0.0,5.46,114,941.4
2024-01-19T05:00,26.0,75,0.00,73,0.0,0.0,0.0,0.0,5.46,114,941.3
2024-01-19T06:00,26.4,72,0.00,75,7.0,30.3,5.0,4.9,4.88,118,941.8
2024-01-19T07:00,27.3,68,0.00,37,131.0,380.7,55.0,87.0,5.32,131,942.7
2024-01-19T08:00,29.8,58,0.00,28,326.0,518.8,109.0,276.3,6.30,132,943.4
2024-01-19T09:00,30.9,51,0.00,74,514.0,631.0,124.0,465.9,7.55,122,943.4
2024-01-19T10:00,32.8,45,0.00,56,613.0,548.8,182.0,578.3,7.60,117,943.7
2024-01-19T11:00,34.8,39,0.00,44,899.0,761.4,207.0,861.1,7.72,109,943.3
2024-01-19T12:00,35.8,37,0.00,59,999.0,865.4,151.0,964.9,7.28,106,942.9
2024-01-19T13:00,36.9,34,0.00,22,958.0,787.8,175.0,930.8,7.01,104,942.0
2024-01-19T14:00,38.2,32,0.00,16,900.0,784.4,155.0,865.8,7.12,107,940.9
2024-01-19T15:00,38.5,31,0.00,24,773.0,721.9,159.0,734.0,7.34,110,940.2
2024-01-19T16:00,38.0,31,0.00,14,700.0,845.1,106.0,644.3,7.58,113,939.6
2024-01-19T17:00,34.5,41,0.00,7,455.0,628.8,130.0,401.0,7.76,112,939.0
2024-01-19T18:00,33.7,46,0.10,35,200.0,452.1,62.0,152.8,7.54,112,939.2
2024-01-19T19:00,34.4,37,0.00,63,44.0,192.6,21.0,20.6,6.82,104,940.6
2024-01-19T20:00,32.7,43,0.00,62,0.0,0.0,0.0,0.0,6.18,99,940.9
2024-01-19T21:00,32.2,46,0.00,62,0.0,0.0,0.0,0.0,6.12,95,941.2
2024-01-19T22:00,31.4,50,0.00,76,0.0,0.0,0.0,0.0,5.70,88,942.0
2024-01-19T23:00,30.5,54,0.00,88,0.0,0.0,0.0,0.0,5.05,82,942.3
2024-01-20T00:00,30.0,56,0.00,96,0.0,0.0,0.0,0.0,4.32,85,942.0
2024-01-20T01:00,29.2,61,0.00,100,0.0,0.0,0.0,0.0,4.10,93,941.6
2024-01-20T02:00,28.4,63,0.00,100,0.0,0.0,0.0,0.0,4.00,91,941.0
2024-01-20T03:00,28.0,65,0.00,100,0.0,0.0,0.0,0.0,3.61,85,941.5
2024-01-20T04:00,27.4,66,0.00,100,0.0,0.0,0.0,0.0,3.06,79,941.5
2024-01-20T05:00,26.7,69,0.00,100,0.0,0.0,0.0,0.0,2.43,81,942.1
2024-01-20T06:00,26.9,69,0.00,100,7.0,0.0,7.0,6.8,2.30,90,942.6
2024-01-20T07:00,29.5,60,0.00,100,117.0,182.6,81.0,94.8,2.87,119,944.0
2024-01-20T08:00,31.0,54,0.00,100,288.0,281.1,171.0,258.7,4.70,119,944.0
2024-01-20T09:00,32.2,49,0.00,100,514.0,468.9,225.0,475.6,6.65,111,944.4
2024-01-20T10:00,33.4,44,0.00,100,632.0,434.9,291.0,601.5,7.84,107,944.4
2024-01-20T11:00,34.6,40,0.00,100,849.0,570.5,331.0,817.1,8.20,103,944.3
2024-01-20T12:00,35.1,39,0.00,100,674.0,405.3,277.0,653.6,8.32,100,943.6
2024-01-20T13:00,35.8,37,0.00,100,764.0,459.9,307.0,743.9,8.16,97,942.8
2024-01-20T14:00,35.6,36,0.00,100,550.0,363.2,205.0,531.4,7.65,97,942.2
2024-01-20T15:00,35.5,36,0.00,100,442.0,329.1,162.0,422.5,6.87,98,941.9
2024-01-20T16:00,36.0,35,0.00,100,418.0,203.4,275.0,398.8,6.55,102,941.4
2024-01-20T17:00,35.8,35,0.00,100,272.0,127.7,206.0,256.9,6.72,105,941.4
2024-01-20T18:00,35.5,35,0.00,100,123.0,42.6,110.0,116.1,6.87,103,941.8
2024-01-20T19:00,33.0,43,0.00,99,29.0,8.4,28.0,27.3,5.71,94,942.4
2024-01-20T20:00,32.5,44,0.00,99,0.0,0.0,0.0,0.0,4.80,92,942.2
2024-01-20T21:00,32.4,43,0.00,98,0.0,0.0,0.0,0.0,4.11,94,942.6
2024-01-20T22:00,31.5,46,0.00,95,0.0,0.0,0.0,0.0,4.61,94,942.9
2024-01-20T23:00,31.0,49,0.00,96,0.0,0.0,0.0,0.0,5.64,83,942.8
2024-01-21T00:00,30.4,55,0.00,92,0.0,0.0,0.0,0.0,5.66,73,942.8
2024-01-21T01:00,29.1,61,0.00,94,0.0,0.0,0.0,0.0,5.28,71,942.1
2024-01-21T02:00,28.3,65,0.00,97,0.0,0.0,0.0,0.0,5.29,75,941.8
2024-01-21T03:00,27.5,69,0.00,97,0.0,0.0,0.0,0.0,5.15,72,942.0
2024-01-21T04:00,27.1,72,0.00,97,0.0,0.0,0.0,0.0,4.68,70,942.3
2024-01-21T05:00,26.5,76,0.00,81,0.0,0.0,0.0,0.0,4.12,76,942.8
2024-01-21T06:00,26.5,77,0.00,100,6.0,0.0,6.0,5.9,4.02,84,943.3
2024-01-21T07:00,28.8,69,0.00,100,106.0,154.1,76.0,87.2,4.26,81,945.1
2024-01-21T08:00,30.3,62,0.00,97,276.0,268.1,165.0,248.3,4.83,84,945.6
2024-01-21T09:00,31.9,54,0.00,98,453.0,327.0,252.0,424.3,5.40,90,945.4
2024-01-21T10:00,33.1,49,0.00,100,508.0,252.9,310.0,487.2,5.70,89,945.1
2024-01-21T11:00,32.9,50,0.10,100,393.0,106.9,296.0,381.5,6.20,88,944.6
2024-01-21T12:00,33.8,47,0.00,100,412.0,76.6,337.0,401.4,6.61,87,943.8
2024-01-21T13:00,34.9,43,0.00,100,548.0,103.7,445.0,534.5,6.80,88,943.6
2024-01-21T14:00,35.3,41,0.00,100,459.0,95.8,368.0,446.7,7.00,90,942.8
2024-01-21T15:00,35.4,40,0.00,100,383.0,77.6,317.0,371.8,7.20,91,942.1
2024-01-21T16:00,35.5,40,0.00,100,228.0,5.7,224.0,222.3,7.21,92,942.0
2024-01-21T17:00,35.5,40,0.00,100,139.0,0.0,139.0,135.6,7.31,92,942.0
2024-01-21T18:00,35.0,41,0.00,94,81.0,16.4,76.0,77.6,7.30,92,942.1
2024-01-21T19:00,34.5,38,0.00,84,19.0,0.0,19.0,18.5,5.61,93,942.8
2024-01-21T20:00,33.8,40,0.00,76,0.0,0.0,0.0,0.0,5.42,95,943.4
2024-01-21T21:00,33.5,41,0.00,66,0.0,0.0,0.0,0.0,5.40,92,944.1
2024-01-21T22:00,32.4,45,0.00,29,0.0,0.0,0.0,0.0,5.00,78,944.3
2024-01-21T23:00,31.0,52,0.00,25,0.0,0.0,0.0,0.0,4.83,56,944.2
2024-01-22T00:00,29.8,61,0.00,36,0.0,0.0,0.0,0.0,4.67,43,944.1
2024-01-22T01:00,28.6,66,0.00,46,0.0,0.0,0.0,0.0,4.34,38,943.5
2024-01-22T02:00,28.2,68,0.00,36,0.0,0.0,0.0,0.0,4.02,35,943.0
2024-01-22T03:00,28.0,69,0.00,68,0.0,0.0,0.0,0.0,4.12,29,943.1
2024-01-22T04:00,27.6,72,0.00,92,0.0,0.0,0.0,0.0,4.29,28,943.4
2024-01-22T05:00,27.4,75,0.00,92,0.0,0.0,0.0,0.0,4.16,24,944.2
2024-01-22T06:00,27.6,76,0.00,93,6.0,16.1,5.0,4.9,3.79,18,945.2
2024-01-22T07:00,29.7,68,0.00,83,134.0,411.0,55.0,88.0,3.14,31,945.4
2024-01-22T08:00,31.7,60,0.00,65,366.0,689.4,82.0,303.8,4.00,32,946.0
2024-01-22T09:00,32.7,54,0.00,80,562.0,683.5,143.0,512.1,4.74,46,945.9
2024-01-22T10:00,34.3,46,0.00,79,722.0,676.8,193.0,682.4,5.36,53,945.8
2024-01-22T11:00,36.7,37,0.00,93,895.0,812.1,159.0,859.2,6.07,57,945.5
2024-01-22T12:00,37.8,32,0.00,97,916.0,775.7,157.0,888.1,6.64,59,945.0
2024-01-22T13:00,38.9,29,0.00,89,905.0,738.9,171.0,882.6,6.71,62,944.5
2024-01-22T14:00,40.2,25,0.00,83,965.0,874.8,134.0,931.4,6.75,63,943.8
2024-01-22T15:00,40.2,24,0.00,77,781.0,712.1,175.0,745.1,6.71,62,943.3
2024-01-22T16:00,39.8,24,0.00,89,577.0,617.0,143.0,537.3,6.80,57,942.9
2024-01-22T17:00,37.2,28,0.00,88,348.0,452.5,114.0,310.5,7.03,50,942.7
2024-01-22T18:00,36.9,33,0.00,50,176.0,321.5,78.0,142.9,6.86,37,943.2
2024-01-22T19:00,35.4,37,0.00,52,41.0,184.7,19.0,19.3,5.99,28,943.7
2024-01-22T20:00,33.9,43,0.00,35,0.0,0.0,0.0,0.0,5.70,15,944.3
2024-01-22T21:00,32.9,49,0.00,44,0.0,0.0,0.0,0.0,5.77,9,945.1
2024-01-22T22:00,31.8,55,0.00,68,0.0,0.0,0.0,0.0,4.80,2,945.5
2024-01-22T23:00,30.8,59,0.00,54,0.0,0.0,0.0,0.0,4.40,357,945.5
2024-01-23T00:00,30.3,62,0.00,24,0.0,0.0,0.0,0.0,3.93,353,945.3
2024-01-23T01:00,29.6,66,0.00,32,0.0,0.0,0.0,0.0,3.65,351,944.9
2024-01-23T02:00,28.9,70,0.00,37,0.0,0.0,0.0,0.0,3.55,350,944.6
2024-01-23T03:00,28.3,73,0.00,25,0.0,0.0,0.0,0.0,3.54,352,944.4
2024-01-23T04:00,27.7,76,0.00,13,0.0,0.0,0.0,0.0,3.26,349,944.8
2024-01-23T05:00,27.1,79,0.00,3,0.0,0.0,0.0,0.0,3.10,345,944.7
2024-01-23T06:00,27.2,80,0.00,12,6.0,32.8,4.0,3.9,3.10,339,945.9
2024-01-23T07:00,30.1,66,0.00,18,137.0,474.3,47.0,84.9,2.91,311,946.8
2024-01-23T08:00,32.9,51,0.00,9,363.0,690.5,80.0,301.6,2.94,325,947.6
2024-01-23T09:00,34.6,42,0.00,4,575.0,786.9,94.0,520.2,2.77,347,947.8
2024-01-23T10:00,37.0,32,0.00,34,786.0,854.8,119.0,740.1,2.95,24,947.6
2024-01-23T11:00,39.1,25,0.00,40,928.0,857.1,152.0,891.8,4.95,47,947.0
2024-01-23T12:00,40.0,23,0.00,26,801.0,636.0,179.0,777.8,5.97,50,946.5
2024-01-23T13:00,41.4,21,0.00,38,903.0,769.3,139.0,881.8,6.42,53,946.0
2024-01-23T14:00,41.7,19,0.00,39,723.0,548.5,202.0,699.9,6.40,51,945.2
2024-01-23T15:00,41.3,20,0.00,44,629.0,574.6,140.0,600.9,6.31,49,944.3
2024-01-23T16:00,40.9,20,0.00,67,565.0,634.0,119.0,525.7,5.97,50,944.0
2024-01-23T17:00,40.3,21,0.00,78,387.0,570.6,92.0,341.8,5.70,52,943.5
2024-01-23T18:00,40.3,21,0.00,84,184.0,394.0,64.0,144.7,5.63,57,944.1
2024-01-23T19:00,39.0,21,0.00,90,42.0,193.4,19.0,19.6,3.68,47,944.1
2024-01-23T20:00,37.9,23,0.00,66,0.0,0.0,0.0,0.0,3.69,41,944.7
2024-01-23T21:00,36.7,26,0.00,51,0.0,0.0,0.0,0.0,3.94,27,945.1
2024-01-23T22:00,34.9,31,0.00,17,0.0,0.0,0.0,0.0,3.77,11,945.6
2024-01-23T23:00,33.6,36,0.00,23,0.0,0.0,0.0,0.0,3.81,357,945.7
2024-01-24T00:00,32.9,40,0.00,55,0.0,0.0,0.0,0.0,4.06,350,945.7
2024-01-24T01:00,32.0,44,0.00,76,0.0,0.0,0.0,0.0,4.27,344,945.2
2024-01-24T02:00,31.4,45,0.00,36,0.0,0.0,0.0,0.0,4.31,338,945.1
2024-01-24T03:00,31.1,49,0.00,34,0.0,0.0,0.0,0.0,4.21,332,945.2
2024-01-24T04:00,30.3,53,0.00,27,0.0,0.0,0.0,0.0,3.88,325,945.3
2024-01-24T05:00,28.9,60,0.00,22,0.0,0.0,0.0,0.0,3.84,321,945.7
2024-01-24T06:00,29.1,60,0.00,24,5.0,16.7,4.0,3.9,3.96,317,946.5
2024-01-24T07:00,32.5,48,0.00,37,128.0,437.8,46.0,80.4,3.56,322,947.6
2024-01-24T08:00,35.2,39,0.00,52,338.0,600.8,93.0,284.7,2.73,298,948.5
2024-01-24T09:00,36.8,34,0.00,26,548.0,733.3,101.0,497.6,2.15,292,948.6
2024-01-24T10:00,38.3,31,0.00,20,790.0,874.2,109.0,744.6,2.25,302,948.1
2024-01-24T11:00,39.9,27,0.00,30,882.0,832.5,129.0,848.4,2.24,333,947.7
2024-01-24T12:00,41.1,24,0.00,32,965.0,832.8,151.0,937.8,2.93,352,947.2
2024-01-24T13:00,41.5,23,0.00,60,897.0,770.5,132.0,877.1,2.92,354,946.8
2024-01-24T14:00,41.1,23,0.00,18,644.0,380.1,283.0,625.1,2.43,351,946.2
2024-01-24T15:00,41.7,22,0.00,32,583.0,424.2,222.0,560.0,1.84,347,945.6
2024-01-24T16:00,41.7,21,0.00,18,473.0,491.9,127.0,442.4,1.30,356,944.9
2024-01-24T17:00,39.9,24,0.00,55,323.0,388.9,122.0,291.3,1.12,10,944.1
2024-01-24T18:00,37.9,29,0.00,61,136.0,220.3,69.0,113.6,3.09,25,944.8
2024-01-24T19:00,38.4,30,0.10,69,29.0,126.3,14.0,14.5,2.94,10,946.1
2024-01-24T20:00,35.1,33,0.00,59,0.0,0.0,0.0,0.0,2.42,60,946.6
2024-01-24T21:00,34.5,35,0.00,69,0.0,0.0,0.0,0.0,2.96,78,947.2
2024-01-24T22:00,33.2,37,0.00,52,0.0,0.0,0.0,0.0,3.40,104,947.4
2024-01-24T23:00,33.6,36,0.00,54,0.0,0.0,0.0,0.0,3.09,115,947.6
2024-01-25T00:00,31.1,39,0.00,51,0.0,0.0,0.0,0.0,3.83,123,947.1
2024-01-25T01:00,30.3,44,0.00,48,0.0,0.0,0.0,0.0,3.20,88,947.0
2024-01-25T02:00,29.4,47,0.00,50,0.0,0.0,0.0,0.0,2.79,69,946.7
2024-01-25T03:00,28.2,51,0.00,54,0.0,0.0,0.0,0.0,2.84,51,946.6
2024-01-25T04:00,27.9,56,0.10,48,0.0,0.0,0.0,0.0,1.92,28,946.4
2024-01-25T05:00,27.6,56,0.00,51,0.0,0.0,0.0,0.0,1.20,355,946.3
2024-01-25T06:00,27.7,55,0.00,29,4.0,17.1,3.0,2.9,1.30,122,946.7
2024-01-25T07:00,28.9,60,0.00,31,109.0,357.1,43.0,70.5,2.77,154,948.0
2024-01-25T08:00,32.2,50,0.00,23,223.0,364.8,75.0,190.7,1.75,167,948.2
2024-01-25T09:00,34.5,37,0.00,15,485.0,572.5,137.0,445.0,1.33,193,948.8
2024-01-25T10:00,36.9,32,0.00,11,659.0,600.5,192.0,625.8,1.56,220,948.9
2024-01-25T11:00,38.6,27,0.00,16,858.0,705.0,221.0,827.9,2.06,231,948.2
2024-01-25T12:00,39.4,26,0.00,8,943.0,805.6,156.0,917.7,2.88,236,947.2
2024-01-25T13:00,40.8,23,0.00,7,998.0,864.4,140.0,977.1,3.41,238,945.8
2024-01-25T14:00,42.1,21,0.00,9,851.0,727.6,160.0,825.2,3.49,243,945.0
2024-01-25T15:00,42.9,20,0.00,14,851.0,837.8,138.0,814.1,3.62,242,944.4
2024-01-25T16:00,42.2,21,0.00,9,689.0,831.8,104.0,641.2,4.08,234,943.6
2024-01-25T17:00,41.7,21,0.00,24,391.0,481.9,142.0,352.7,4.46,224,943.3
2024-01-25T18:00,41.0,22,0.00,53,195.0,418.2,68.0,154.5,4.86,217,943.8
2024-01-25T19:00,36.9,31,0.00,61,32.0,118.2,18.0,18.5,2.91,243,944.1
2024-01-25T20:00,35.9,34,0.00,37,0.0,0.0,0.0,0.0,4.10,177,944.1
2024-01-25T21:00,34.9,36,0.00,42,0.0,0.0,0.0,0.0,1.92,171,944.9
2024-01-25T22:00,34.7,38,0.20,53,0.0,0.0,0.0,0.0,4.07,245,946.8
2024-01-25T23:00,32.3,45,0.10,60,0.0,0.0,0.0,0.0,5.44,234,948.6
2024-01-26T00:00,30.5,52,0.10,83,0.0,0.0,0.0,0.0,4.62,248,947.6
2024-01-26T01:00,29.0,59,0.10,85,0.0,0.0,0.0,0.0,6.07,237,947.1
2024-01-26T02:00,26.8,71,0.10,81,0.0,0.0,0.0,0.0,5.81,229,946.5
2024-01-26T03:00,26.6,73,0.00,87,0.0,0.0,0.0,0.0,4.16,235,946.3
2024-01-26T04:00,26.6,74,0.00,44,0.0,0.0,0.0,0.0,4.19,220,946.1
2024-01-26T05:00,26.0,75,0.00,34,0.0,0.0,0.0,0.0,5.24,204,946.3
2024-01-26T06:00,26.2,72,0.00,33,4.0,17.5,3.0,2.9,5.03,201,946.7
2024-01-26T07:00,25.6,69,0.00,40,98.0,296.2,44.0,66.2,4.40,197,947.3
2024-01-26T08:00,28.1,54,0.00,30,297.0,490.6,99.0,254.2,4.30,179,947.4
2024-01-26T09:00,29.6,46,0.00,15,528.0,658.2,129.0,483.6,4.81,168,947.4
2024-01-26T10:00,31.6,40,0.00,23,750.0,757.3,162.0,711.1,5.44,160,947.0
2024-01-26T11:00,33.7,34,0.00,31,903.0,849.7,136.0,871.1,6.40,151,946.7
2024-01-26T12:00,35.8,30,0.00,14,1019.0,918.8,122.0,992.9,6.98,151,945.9
2024-01-26T13:00,38.0,25,0.00,12,1053.0,939.2,121.0,1032.5,7.56,154,945.2
2024-01-26T14:00,38.7,25,0.00,7,984.0,895.2,134.0,955.1,7.89,158,944.2
2024-01-26T15:00,38.7,25,0.00,6,876.0,893.1,116.0,838.7,8.08,158,943.9
2024-01-26T16:00,38.4,26,0.00,40,669.0,766.5,130.0,625.3,7.96,155,943.7
2024-01-26T17:00,37.5,26,0.00,73,341.0,447.3,110.0,306.6,7.66,156,943.5
2024-01-26T18:00,36.4,28,0.00,32,160.0,260.6,81.0,134.2,7.91,159,943.8
2024-01-26T19:00,34.3,33,0.00,31,44.0,203.1,20.0,21.4,6.71,163,945.0
2024-01-26T20:00,32.8,36,0.00,49,0.0,0.0,0.0,0.0,6.99,163,946.1
2024-01-26T21:00,32.7,34,0.00,45,0.0,0.0,0.0,0.0,7.15,160,946.8
2024-01-26T22:00,31.6,34,0.00,34,0.0,0.0,0.0,0.0,7.06,159,946.9
2024-01-26T23:00,30.6,33,0.00,23,0.0,0.0,0.0,0.0,6.52,159,947.1
2024-01-27T00:00,29.9,34,0.00,9,0.0,0.0,0.0,0.0,5.95,160,946.6
2024-01-27T01:00,29.1,34,0.00,27,0.0,0.0,0.0,0.0,5.41,164,946.2
2024-01-27T02:00,28.1,34,0.00,44,0.0,0.0,0.0,0.0,4.78,164,945.6
2024-01-27T03:00,27.7,35,0.00,67,0.0,0.0,0.0,0.0,4.52,162,945.8
2024-01-27T04:00,27.2,35,0.00,78,0.0,0.0,0.0,0.0,4.43,162,945.7
2024-01-27T05:00,25.9,37,0.00,74,0.0,0.0,0.0,0.0,4.40,163,946.3
2024-01-27T06:00,25.9,37,0.00,54,4.0,17.9,3.0,2.9,4.65,161,946.8
2024-01-27T07:00,28.0,31,0.00,11,117.0,405.8,44.0,74.4,5.83,158,948.1
2024-01-27T08:00,29.1,27,0.00,8,285.0,463.3,99.0,245.1,6.08,155,948.5
2024-01-27T09:00,29.5,26,0.00,12,471.0,529.3,151.0,434.9,6.08,155,948.5
2024-01-27T10:00,30.6,24,0.00,19,631.0,535.4,216.0,601.8,6.28,158,948.7
2024-01-27T11:00,32.2,22,0.00,33,817.0,708.6,178.0,789.9,6.04,161,948.4
2024-01-27T12:00,33.9,20,0.00,29,961.0,827.1,154.0,937.7,5.98,162,948.0
2024-01-27T13:00,35.3,19,0.00,22,1053.0,933.5,127.0,1033.9,6.04,164,947.2
2024-01-27T14:00,36.3,18,0.00,15,1013.0,941.7,119.0,984.7,6.17,163,946.5
2024-01-27T15:00,36.6,17,0.00,14,896.0,921.5,112.0,859.2,6.29,162,945.9
2024-01-27T16:00,36.7,17,0.00,6,705.0,852.1,106.0,658.7,6.36,161,945.5
2024-01-27T17:00,36.1,17,0.00,0,490.0,781.0,87.0,433.8,6.65,159,945.1
2024-01-27T18:00,35.3,16,0.00,2,252.0,618.0,65.0,194.9,6.89,156,945.2
2024-01-27T19:00,33.7,18,0.00,0,50.0,237.6,22.0,23.9,6.05,146,946.3
2024-01-27T20:00,31.8,18,0.00,0,0.0,0.0,0.0,0.0,5.75,140,946.2
2024-01-27T21:00,30.7,19,0.00,0,0.0,0.0,0.0,0.0,5.59,134,946.6
2024-01-27T22:00,29.5,19,0.00,0,0.0,0.0,0.0,0.0,5.10,132,947.4
2024-01-27T23:00,28.1,21,0.00,0,0.0,0.0,0.0,0.0,4.68,132,947.1
2024-01-28T00:00,27.3,21,0.00,0,0.0,0.0,0.0,0.0,4.24,135,946.9
2024-01-28T01:00,26.5,22,0.00,0,0.0,0.0,0.0,0.0,3.89,134,946.1
2024-01-28T02:00,25.7,23,0.00,0,0.0,0.0,0.0,0.0,3.54,133,945.9
2024-01-28T03:00,25.1,24,0.00,0,0.0,0.0,0.0,0.0,3.41,130,946.2
2024-01-28T04:00,24.2,26,0.00,0,0.0,0.0,0.0,0.0,3.34,129,946.0
2024-01-28T05:00,23.1,29,0.00,0,0.0,0.0,0.0,0.0,3.06,128,946.5
2024-01-28T06:00,23.0,31,0.00,0,4.0,18.3,3.0,2.9,2.98,130,946.5
2024-01-28T07:00,27.4,24,0.00,3,128.0,467.8,45.0,79.6,3.92,128,948.3
2024-01-28T08:00,29.7,19,0.00,33,359.0,706.1,77.0,301.0,5.08,122,949.1
2024-01-28T09:00,30.6,17,0.00,38,595.0,826.1,97.0,543.2,5.13,123,949.0
2024-01-28T10:00,31.9,15,0.00,23,803.0,898.1,108.0,761.6,4.92,128,949.2
2024-01-28T11:00,33.7,15,0.00,0,961.0,936.9,117.0,929.4,4.96,132,948.5
2024-01-28T12:00,35.3,15,0.00,0,1054.0,956.8,121.0,1030.0,4.95,137,947.8
2024-01-28T13:00,36.6,15,0.00,0,1075.0,961.1,122.0,1057.0,4.94,144,947.0
2024-01-28T14:00,37.6,15,0.00,0,1023.0,952.5,119.0,995.9,5.20,150,946.1
2024-01-28T15:00,37.8,16,0.00,0,901.0,926.4,113.0,865.5,5.55,154,945.7
2024-01-28T16:00,37.5,16,0.00,0,722.0,880.8,103.0,675.7,5.83,158,945.1
2024-01-28T17:00,37.0,18,0.00,0,498.0,793.3,89.0,442.1,5.70,158,945.0
2024-01-28T18:00,36.2,19,0.00,0,255.0,629.4,65.0,197.8,5.41,155,945.2
2024-01-28T19:00,34.1,20,0.00,0,50.0,238.4,22.0,24.2,4.16,145,945.8
2024-01-28T20:00,31.4,23,0.00,0,0.0,0.0,0.0,0.0,3.25,135,945.6
2024-01-28T21:00,29.9,24,0.00,0,0.0,0.0,0.0,0.0,2.64,127,945.9
2024-01-28T22:00,28.1,27,0.00,0,0.0,0.0,0.0,0.0,2.24,117,946.2
2024-01-28T23:00,26.5,29,0.00,13,0.0,0.0,0.0,0.0,2.47,104,946.2
2024-01-29T00:00,25.8,29,0.00,12,0.0,0.0,0.0,0.0,2.52,97,945.8
2024-01-29T01:00,24.9,30,0.00,4,0.0,0.0,0.0,0.0,2.60,90,945.2
2024-01-29T02:00,23.7,33,0.00,13,0.0,0.0,0.0,0.0,2.61,86,944.6
2024-01-29T03:00,23.1,33,0.00,13,0.0,0.0,0.0,0.0,2.55,79,944.8
2024-01-29T04:00,23.3,27,0.00,36,0.0,0.0,0.0,0.0,2.62,72,944.8
2024-01-29T05:00,23.0,25,0.00,37,0.0,0.0,0.0,0.0,2.68,63,945.2
2024-01-29T06:00,23.4,23,0.00,36,4.0,18.7,3.0,2.9,2.20,51,945.7
2024-01-29T07:00,28.3,21,0.00,24,127.0,462.9,46.0,79.8,2.24,27,947.3
2024-01-29T08:00,32.0,13,0.00,1,362.0,714.7,78.0,304.3,1.43,25,948.7
2024-01-29T09:00,33.1,12,0.00,0,602.0,841.7,96.0,550.5,1.00,90,948.9
2024-01-29T10:00,34.6,12,0.00,0,813.0,911.2,109.0,772.3,2.44,145,948.7
2024-01-29T11:00,36.5,12,0.00,4,972.0,950.1,117.0,941.5,3.94,153,948.4
2024-01-29T12:00,37.9,11,0.00,14,1066.0,966.6,124.0,1043.2,5.06,155,947.9
2024-01-29T13:00,39.1,11,0.00,3,1077.0,927.2,158.0,1060.0,6.09,157,947.0
2024-01-29T14:00,39.8,11,0.00,0,1034.0,961.2,122.0,1008.2,6.94,155,946.3
