latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-23.75,134.0,558.0,34200,Australia/Darwin,GMT+9:30

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),shortwave_radiation (W/m²),direct_normal_irradiance (W/m²),diffuse_radiation (W/m²),global_tilted_irradiance (W/m²),wind_speed_10m (m/s),wind_direction_10m (°),surface_pressure (hPa)
2024-01-29T15:00,39.7,12,0.00,0,912.0,934.9,117.0,877.6,7.52,151,945.8
2024-01-29T16:00,39.6,11,0.00,6,729.0,891.2,103.0,683.6,7.77,148,945.6
2024-01-29T17:00,38.8,12,0.00,3,502.0,801.8,89.0,446.8,7.72,143,945.7
2024-01-29T18:00,37.9,13,0.00,15,257.0,634.3,66.0,200.4,7.36,137,946.0
2024-01-29T19:00,35.8,14,0.00,55,50.0,239.3,22.0,24.5,5.83,129,946.7
2024-01-29T20:00,33.2,15,0.00,63,0.0,0.0,0.0,0.0,4.91,123,946.9
2024-01-29T21:00,32.0,15,0.00,60,0.0,0.0,0.0,0.0,4.44,121,947.5
2024-01-29T22:00,30.5,16,0.00,92,0.0,0.0,0.0,0.0,4.03,120,947.8
2024-01-29T23:00,28.6,19,0.00,100,0.0,0.0,0.0,0.0,3.54,119,947.5
2024-01-30T00:00,28.2,19,0.00,100,0.0,0.0,0.0,0.0,3.31,119,947.4
2024-01-30T01:00,27.0,21,0.00,100,0.0,0.0,0.0,0.0,3.11,123,947.1
2024-01-30T02:00,26.0,23,0.00,100,0.0,0.0,0.0,0.0,2.92,128,946.4
2024-01-30T03:00,25.0,25,0.00,99,0.0,0.0,0.0,0.0,2.77,131,946.3
2024-01-30T04:00,23.5,28,0.00,97,0.0,0.0,0.0,0.0,2.56,129,946.4
2024-01-30T05:00,22.8,29,0.00,97,0.0,0.0,0.0,0.0,2.75,123,946.5
2024-01-30T06:00,22.4,30,0.00,100,3.0,0.0,3.0,2.9,2.77,116,947.1
2024-01-30T07:00,28.7,22,0.00,94,115.0,307.1,62.0,83.3,2.47,104,949.0
2024-01-30T08:00,32.9,17,0.00,36,317.0,432.6,146.0,280.3,3.04,117,949.8
2024-01-30T09:00,34.5,16,0.00,20,573.0,688.9,160.0,529.9,4.28,127,950.1
2024-01-30T10:00,36.3,13,0.00,45,805.0,858.2,143.0,767.1,5.97,130,950.2
2024-01-30T11:00,37.5,12,0.00,46,965.0,899.9,156.0,936.4,6.66,131,950.0
2024-01-30T12:00,38.6,11,0.00,56,1015.0,861.5,176.0,994.5,6.86,137,949.3
2024-01-30T13:00,39.3,11,0.00,42,1054.0,864.0,198.0,1038.3,7.26,142,948.7
2024-01-30T14:00,40.2,11,0.00,57,1006.0,806.5,241.0,982.4,7.76,142,948.0
2024-01-30T15:00,40.6,11,0.00,62,889.0,849.4,167.0,857.7,8.12,142,947.6
2024-01-30T16:00,40.2,12,0.00,78,709.0,806.3,143.0,668.1,8.46,141,947.3
2024-01-30T17:00,39.1,12,0.00,75,471.0,657.0,133.0,425.4,8.59,140,947.0
2024-01-30T18:00,38.3,13,0.00,66,238.0,486.2,92.0,194.4,8.63,137,947.5
2024-01-30T19:00,36.9,15,0.00,80,44.0,154.4,26.0,27.5,6.94,131,948.5
2024-01-30T20:00,35.2,17,0.00,78,0.0,0.0,0.0,0.0,6.64,127,948.8
2024-01-30T21:00,34.3,18,0.00,70,0.0,0.0,0.0,0.0,7.05,122,949.4
2024-01-30T22:00,32.9,19,0.00,65,0.0,0.0,0.0,0.0,7.74,119,950.1
2024-01-30T23:00,32.1,20,0.00,51,0.0,0.0,0.0,0.0,7.92,118,950.1
2024-01-31T00:00,31.6,22,0.00,29,0.0,0.0,0.0,0.0,7.36,121,949.9
2024-01-31T01:00,30.8,22,0.00,12,0.0,0.0,0.0,0.0,6.72,127,949.4
2024-01-31T02:00,30.0,23,0.00,25,0.0,0.0,0.0,0.0,6.30,132,949.4
2024-01-31T03:00,29.1,24,0.00,45,0.0,0.0,0.0,0.0,6.01,133,949.3
2024-01-31T04:00,28.4,25,0.00,74,0.0,0.0,0.0,0.0,6.01,133,949.3
2024-01-31T05:00,28.0,25,0.00,81,0.0,0.0,0.0,0.0,5.87,136,949.8
2024-01-31T06:00,27.9,26,0.00,79,3.0,0.0,3.0,2.9,5.89,140,950.4
2024-01-31T07:00,30.0,23,0.00,7,122.0,452.4,45.0,77.1,6.22,143,951.4
2024-01-31T08:00,32.1,21,0.00,3,358.0,706.9,80.0,302.9,8.56,143,952.2
2024-01-31T09:00,33.0,19,0.00,1,596.0,831.2,99.0,547.6,9.26,142,951.9
2024-01-31T10:00,34.5,16,0.00,3,808.0,899.9,115.0,770.5,9.59,141,952.1
2024-01-31T11:00,35.7,15,0.00,0,972.0,948.7,120.0,944.5,9.30,140,951.9
2024-01-31T12:00,36.8,13,0.00,0,1069.0,972.1,123.0,1049.3,9.03,141,951.1
2024-01-31T13:00,37.6,12,0.00,0,1093.0,979.5,123.0,1079.2,8.96,145,950.7
2024-01-31T14:00,38.4,11,0.00,0,1043.0,972.4,121.0,1020.2,8.88,149,949.9
2024-01-31T15:00,38.4,10,0.00,0,924.0,952.1,115.0,892.2,8.81,154,949.4
2024-01-31T16:00,38.1,9,0.00,0,740.0,905.2,105.0,696.9,8.78,157,948.8
2024-01-31T17:00,36.9,9,0.00,0,513.0,823.2,90.0,459.0,8.90,159,948.7
2024-01-31T18:00,36.1,9,0.00,0,264.0,658.2,67.0,207.4,8.58,159,948.6
2024-01-31T19:00,33.9,10,0.00,0,51.0,249.9,22.0,25.2,6.85,157,950.1
2024-01-31T20:00,31.6,10,0.00,0,0.0,0.0,0.0,0.0,6.13,156,950.1
2024-01-31T21:00,30.6,9,0.00,0,0.0,0.0,0.0,0.0,5.73,155,951.1
2024-01-31T22:00,28.5,10,0.00,0,0.0,0.0,0.0,0.0,5.55,157,950.8
2024-01-31T23:00,27.0,9,0.00,0,0.0,0.0,0.0,0.0,5.57,159,950.5
